text,intent,sentiment
Could you help me? I am experiencing router malfunction with my router in Germany.,Technical,Neutral
Glad this was resolved. I would like information about upgrade options and 5G access for the SIM card.,Product Inquiry,Positive
I am very disappointed. I requested a refund of $20 for my WiFi extender purchased in Germany.,Refund,Negative
Could you help me? I am experiencing packet loss issue with my fiber connection in France.,Technical,Neutral
I am unhappy with the service. I would like information about pricing details and data rollover for the router.,Product Inquiry,Negative
I would like clarification. I am experiencing unstable connection with my 5G service in South Africa.,Technical,Neutral
I appreciate your help. I requested a refund of $20 for my international roaming purchased in Singapore.,Refund,Positive
I am unhappy with the service. I was charged extra $120 for my mobile plan in UK via live chat.,Billing,Negative
Please provide details. I was charged twice $30 for my mobile plan in UAE via live chat.,Billing,Neutral
This situation is frustrating. I was charged extra $75 for my data pack in UK via customer support.,Billing,Negative
I am extremely frustrated. I want to report unhelpful support regarding family plan support in UK.,Complaint,Negative
I am satisfied with the service. I would like information about pricing details and priority service for the broadband.,Product Inquiry,Positive
Thanks for the quick support. I would like information about upgrade options and priority service for the family plan.,Product Inquiry,Positive
This situation is frustrating. I would like information about international coverage and 5G access for the fiber connection.,Product Inquiry,Negative
Could you help me? I requested a refund of $200 for my fiber connection purchased in Singapore.,Refund,Neutral
Glad this was resolved. I was charged twice $120 for my SIM card in Germany via mobile app.,Billing,Positive
I would like clarification. I am experiencing slow internet with my international roaming in France.,Technical,Neutral
Please provide details. I would like information about contract terms and data rollover for the 5G service.,Product Inquiry,Neutral
Thank you for your assistance. I am experiencing DNS error with my WiFi extender in Australia.,Technical,Positive
Kindly assist me. I was charged extra $120 for my WiFi extender in Germany via call center.,Billing,Neutral
I am extremely frustrated. I would like information about upgrade options and cloud storage for the SIM card.,Product Inquiry,Negative
Thank you for your assistance. I was given wrong invoice $200 for my data pack in Singapore via call center.,Billing,Positive
This situation is frustrating. I want to report lack of transparency regarding router support in UAE.,Complaint,Negative
I need some information. I am experiencing DNS error with my fiber connection in South Africa.,Technical,Neutral
Kindly assist me. I want to report unhelpful support regarding SIM card support in Canada.,Complaint,Neutral
I need some information. I would like information about pricing details and family sharing for the SIM card.,Product Inquiry,Neutral
Glad this was resolved. I would like information about upgrade options and premium support for the family plan.,Product Inquiry,Positive
This is unacceptable. I want to report delayed response regarding broadband support in Australia.,Complaint,Negative
I need some information. I was charged twice $50 for my WiFi extender in France via mobile app.,Billing,Neutral
Please provide details. I was overcharged $10 for my router in UAE via service portal.,Billing,Neutral
Could you help me? I was incorrectly billed $10 for my international roaming in India via mobile app.,Billing,Neutral
